rep,pitype,biastype,method,mutationtype,mutationrate
30,unequalpi,nobias,FUBAR2,CG,0.1978437115841395
30,unequalpi,nobias,FUBAR2,AT,0.4115470232399787
30,unequalpi,nobias,FUBAR2,CT,1.202366973902284
31,unequalpi,bias,FUBAR1,AC,0.4157766978141552
31,unequalpi,bias,FUBAR1,GT,0.1829605264837059
31,unequalpi,bias,FUBAR1,CG,0.1738831052463358
31,unequalpi,bias,FUBAR1,AT,0.2582209299026537
31,unequalpi,bias,FUBAR1,CT,0.8732762751380893
31,unequalpi,bias,FUBAR2,AC,0.415776987625495
31,unequalpi,bias,FUBAR2,GT,0.1829366545272404
31,unequalpi,bias,FUBAR2,CG,0.1738654691014365
31,unequalpi,bias,FUBAR2,AT,0.2582223543008274
31,unequalpi,bias,FUBAR2,CT,0.8731748653076701
31,unequalpi,nobias,FUBAR1,AC,0.4124619441701532
31,unequalpi,nobias,FUBAR1,GT,0.1860295776004385
31,unequalpi,nobias,FUBAR1,CG,0.1809993684234649
31,unequalpi,nobias,FUBAR1,AT,0.264681560961207
31,unequalpi,nobias,FUBAR1,CT,0.9344424115870842
31,unequalpi,nobias,FUBAR2,AC,0.4124597587562543
31,unequalpi,nobias,FUBAR2,GT,0.1860236617531198
31,unequalpi,nobias,FUBAR2,CG,0.1809860574053112
31,unequalpi,nobias,FUBAR2,AT,0.2646736739230179
31,unequalpi,nobias,FUBAR2,CT,0.9349798286356933
32,unequalpi,bias,FUBAR1,AC,0.5232787889611547
32,unequalpi,bias,FUBAR1,GT,0.1985276137301292
32,unequalpi,bias,FUBAR1,CG,0.1653051785689108
32,unequalpi,bias,FUBAR1,AT,0.3737227298062248
32,unequalpi,bias,FUBAR1,CT,1.266852831796131
32,unequalpi,bias,FUBAR2,AC,0.5232606046223902
32,unequalpi,bias,FUBAR2,GT,0.1985562704843259
32,unequalpi,bias,FUBAR2,CG,0.1653045067938036
32,unequalpi,bias,FUBAR2,AT,0.3737224332736356
32,unequalpi,bias,FUBAR2,CT,1.266850431206065
32,unequalpi,nobias,FUBAR1,AC,0.5118802569837916
32,unequalpi,nobias,FUBAR1,GT,0.2275397480617792
32,unequalpi,nobias,FUBAR1,CG,0.2037599522821322
32,unequalpi,nobias,FUBAR1,AT,0.2834933614807183
32,unequalpi,nobias,FUBAR1,CT,1.21724820422372
32,unequalpi,nobias,FUBAR2,AC,0.5117648543063302
32,unequalpi,nobias,FUBAR2,GT,0.2275484101253298
32,unequalpi,nobias,FUBAR2,CG,0.2037677641804438
32,unequalpi,nobias,FUBAR2,AT,0.2834915952691919
32,unequalpi,nobias,FUBAR2,CT,1.217274100592598
33,unequalpi,bias,FUBAR1,AC,0.3528768435971419
33,unequalpi,bias,FUBAR1,GT,0.2018336101428499
33,unequalpi,bias,FUBAR1,CG,0.1928420627064023
33,unequalpi,bias,FUBAR1,AT,0.3176862907628372
33,unequalpi,bias,FUBAR1,CT,1.196068516198999
33,unequalpi,bias,FUBAR2,AC,0.3528956155100794
33,unequalpi,bias,FUBAR2,GT,0.2018434174737383
33,unequalpi,bias,FUBAR2,CG,0.1927979746478861
33,unequalpi,bias,FUBAR2,AT,0.3176782377457956
33,unequalpi,bias,FUBAR2,CT,1.196132138715951
33,unequalpi,nobias,FUBAR1,AC,0.4565698228130357
33,unequalpi,nobias,FUBAR1,GT,0.274378643744401
33,unequalpi,nobias,FUBAR1,CG,0.212786914122797
33,unequalpi,nobias,FUBAR1,AT,0.2773932163394979
33,unequalpi,nobias,FUBAR1,CT,1.051879780247493
33,unequalpi,nobias,FUBAR2,AC,0.4566068449759245
33,unequalpi,nobias,FUBAR2,GT,0.2743825006551044
33,unequalpi,nobias,FUBAR2,CG,0.2128118310595914
33,unequalpi,nobias,FUBAR2,AT,0.2774054048901156
33,unequalpi,nobias,FUBAR2,CT,1.051951020835772
34,unequalpi,bias,FUBAR1,AC,0.3706834608361051
34,unequalpi,bias,FUBAR1,GT,0.1532943149200028
34,unequalpi,bias,FUBAR1,CG,0.2164467304335406
34,unequalpi,bias,FUBAR1,AT,0.2355422221044969
34,unequalpi,bias,FUBAR1,CT,0.8669981164196207
34,unequalpi,bias,FUBAR2,AC,0.3708524864794109
34,unequalpi,bias,FUBAR2,GT,0.153300428847632
34,unequalpi,bias,FUBAR2,CG,0.2165372856941175
34,unequalpi,bias,FUBAR2,AT,0.2355263868414962
34,unequalpi,bias,FUBAR2,CT,0.8675574183076783
34,unequalpi,nobias,FUBAR1,AC,0.467634113761026
34,unequalpi,nobias,FUBAR1,GT,0.2084418116565933
34,unequalpi,nobias,FUBAR1,CG,0.2508552724920245
34,unequalpi,nobias,FUBAR1,AT,0.30920496005479
34,unequalpi,nobias,FUBAR1,CT,1.153549453706209
34,unequalpi,nobias,FUBAR2,AC,0.4676422280313381
34,unequalpi,nobias,FUBAR2,GT,0.2084518250489107
34,unequalpi,nobias,FUBAR2,CG,0.2508535197936527
34,unequalpi,nobias,FUBAR2,AT,0.3091717655720193
34,unequalpi,nobias,FUBAR2,CT,1.15353439304367
35,unequalpi,bias,FUBAR1,AC,0.4431493959979773
35,unequalpi,bias,FUBAR1,GT,0.2600912589592079
35,unequalpi,bias,FUBAR1,CG,0.1633336698721037
35,unequalpi,bias,FUBAR1,AT,0.3174716579383885
35,unequalpi,bias,FUBAR1,CT,0.9954235598777569
35,unequalpi,bias,FUBAR2,AC,0.4431457656846609
35,unequalpi,bias,FUBAR2,GT,0.2600882632182253
35,unequalpi,bias,FUBAR2,CG,0.1633320140644792
35,unequalpi,bias,FUBAR2,AT,0.3174685995298904
35,unequalpi,bias,FUBAR2,CT,0.9954294460834633
35,unequalpi,nobias,FUBAR1,AC,0.518213134279026
35,unequalpi,nobias,FUBAR1,GT,0.2546215921511123
35,unequalpi,nobias,FUBAR1,CG,0.220882324983176
35,unequalpi,nobias,FUBAR1,AT,0.425317025487242
35,unequalpi,nobias,FUBAR1,CT,1.499683775290835
35,unequalpi,nobias,FUBAR2,AC,0.5183165075255614
35,unequalpi,nobias,FUBAR2,GT,0.2546790571757307
35,unequalpi,nobias,FUBAR2,CG,0.220968990724744
35,unequalpi,nobias,FUBAR2,AT,0.4253226008406544
35,unequalpi,nobias,FUBAR2,CT,1.500216358901771
36,unequalpi,bias,FUBAR1,AC,0.4638142515111912
36,unequalpi,bias,FUBAR1,GT,0.1631723746127388
36,unequalpi,bias,FUBAR1,CG,0.1447873118582215
36,unequalpi,bias,FUBAR1,AT,0.3487102689381641
36,unequalpi,bias,FUBAR1,CT,0.9036720997461469
36,unequalpi,bias,FUBAR2,AC,0.4638229858246912
36,unequalpi,bias,FUBAR2,GT,0.1631739143961829
36,unequalpi,bias,FUBAR2,CG,0.1447868331112214
36,unequalpi,bias,FUBAR2,AT,0.3487179824476056
36,unequalpi,bias,FUBAR2,CT,0.9036741565643988
36,unequalpi,nobias,FUBAR1,AC,0.5225987669723675
36,unequalpi,nobias,FUBAR1,GT,0.1693887695285231
36,unequalpi,nobias,FUBAR1,CG,0.1730135040953905
36,unequalpi,nobias,FUBAR1,AT,0.2444416030228353
36,unequalpi,nobias,FUBAR1,CT,1.122185203144981
36,unequalpi,nobias,FUBAR2,AC,0.5226196524067001
36,unequalpi,nobias,FUBAR2,GT,0.1694076657395787
36,unequalpi,nobias,FUBAR2,CG,0.1730445384316997
36,unequalpi,nobias,FUBAR2,AT,0.2444892652962366
36,unequalpi,nobias,FUBAR2,CT,1.122436460382789
37,unequalpi,bias,FUBAR1,AC,0.4927821134636273
37,unequalpi,bias,FUBAR1,GT,0.1822028111030909
37,unequalpi,bias,FUBAR1,CG,0.2390128154340442
37,unequalpi,bias,FUBAR1,AT,0.3060933256587561
37,unequalpi,bias,FUBAR1,CT,1.030236125762426
37,unequalpi,bias,FUBAR2,AC,0.4927749252064241
37,unequalpi,bias,FUBAR2,GT,0.1822292567670344
37,unequalpi,bias,FUBAR2,CG,0.239029673101541
37,unequalpi,bias,FUBAR2,AT,0.3060901556874102
37,unequalpi,bias,FUBAR2,CT,1.030247137204806
37,unequalpi,nobias,FUBAR1,AC,0.5160232979790286
37,unequalpi,nobias,FUBAR1,GT,0.2284144294487599
37,unequalpi,nobias,FUBAR1,CG,0.2119104252732028
37,unequalpi,nobias,FUBAR1,AT,0.3156119280973898
37,unequalpi,nobias,FUBAR1,CT,1.282302930455993
37,unequalpi,nobias,FUBAR2,AC,0.5160214237224778
37,unequalpi,nobias,FUBAR2,GT,0.2284047153893
37,unequalpi,nobias,FUBAR2,CG,0.2118998044596615
37,unequalpi,nobias,FUBAR2,AT,0.3156847798104653
37,unequalpi,nobias,FUBAR2,CT,1.282284095789031
38,unequalpi,bias,FUBAR1,AC,0.4697490155454229
38,unequalpi,bias,FUBAR1,GT,0.2181939511763858
38,unequalpi,bias,FUBAR1,CG,0.2647420635690839
38,unequalpi,bias,FUBAR1,AT,0.3254120887501933
38,unequalpi,bias,FUBAR1,CT,1.163574362546963
38,unequalpi,bias,FUBAR2,AC,0.4697580357636953
38,unequalpi,bias,FUBAR2,GT,0.218198734634541
38,unequalpi,bias,FUBAR2,CG,0.264755435789264
38,unequalpi,bias,FUBAR2,AT,0.3254194018499355
38,unequalpi,bias,FUBAR2,CT,1.163581039758108
38,unequalpi,nobias,FUBAR1,AC,0.3436476209010626
38,unequalpi,nobias,FUBAR1,GT,0.1713757290942639
38,unequalpi,nobias,FUBAR1,CG,0.143401499218571
38,unequalpi,nobias,FUBAR1,AT,0.2247465914756487
38,unequalpi,nobias,FUBAR1,CT,0.9641754105893968
38,unequalpi,nobias,FUBAR2,AC,0.3437555758367749
38,unequalpi,nobias,FUBAR2,GT,0.1713554066727041
38,unequalpi,nobias,FUBAR2,CG,0.143383860520505
38,unequalpi,nobias,FUBAR2,AT,0.2247208952296804
38,unequalpi,nobias,FUBAR2,CT,0.9640304855206316
39,unequalpi,bias,FUBAR1,AC,0.5288779974778377
39,unequalpi,bias,FUBAR1,GT,0.1839800543885437
39,unequalpi,bias,FUBAR1,CG,0.2414252558537557
39,unequalpi,bias,FUBAR1,AT,0.3589589267597746
39,unequalpi,bias,FUBAR1,CT,1.153582302888311
39,unequalpi,bias,FUBAR2,AC,0.5288184284143227
39,unequalpi,bias,FUBAR2,GT,0.1839897234340035
39,unequalpi,bias,FUBAR2,CG,0.2414305225624679
39,unequalpi,bias,FUBAR2,AT,0.3589136986838193
39,unequalpi,bias,FUBAR2,CT,1.152804230188063
39,unequalpi,nobias,FUBAR1,AC,0.6014460602302955
39,unequalpi,nobias,FUBAR1,GT,0.1860930633241741
39,unequalpi,nobias,FUBAR1,CG,0.1945819773614771
39,unequalpi,nobias,FUBAR1,AT,0.3217418601959069
39,unequalpi,nobias,FUBAR1,CT,1.051548370234463
39,unequalpi,nobias,FUBAR2,AC,0.6015711741101177
39,unequalpi,nobias,FUBAR2,GT,0.1860962503952846
39,unequalpi,nobias,FUBAR2,CG,0.1946111310222947
39,unequalpi,nobias,FUBAR2,AT,0.3217472549917967
39,unequalpi,nobias,FUBAR2,CT,1.051576026298943
3,unequalpi,bias,FUBAR1,AC,0.400979288804195
3,unequalpi,bias,FUBAR1,GT,0.2470891351646035
3,unequalpi,bias,FUBAR1,CG,0.3235755059937565
3,unequalpi,bias,FUBAR1,AT,0.2591804749840912
3,unequalpi,bias,FUBAR1,CT,1.104315601117695
3,unequalpi,bias,FUBAR2,AC,0.4009694354510644
3,unequalpi,bias,FUBAR2,GT,0.247083444068756
3,unequalpi,bias,FUBAR2,CG,0.3235625171621628
3,unequalpi,bias,FUBAR2,AT,0.2591847968411912
3,unequalpi,bias,FUBAR2,CT,1.104210620783822
3,unequalpi,nobias,FUBAR1,AC,0.48843735559548
3,unequalpi,nobias,FUBAR1,GT,0.2142472042640997
3,unequalpi,nobias,FUBAR1,CG,0.1404053550450517
3,unequalpi,nobias,FUBAR1,AT,0.2723855425569732
3,unequalpi,nobias,FUBAR1,CT,1.077135196786416
3,unequalpi,nobias,FUBAR2,AC,0.4884242434415719
3,unequalpi,nobias,FUBAR2,GT,0.2143067735280652
3,unequalpi,nobias,FUBAR2,CG,0.1404100641709386
3,unequalpi,nobias,FUBAR2,AT,0.2723859913329002
3,unequalpi,nobias,FUBAR2,CT,1.077219232764186
40,unequalpi,bias,FUBAR1,AC,0.3998523436487419
40,unequalpi,bias,FUBAR1,GT,0.2347383447253974
40,unequalpi,bias,FUBAR1,CG,0.2378441551255088
40,unequalpi,bias,FUBAR1,AT,0.2746980353307365
40,unequalpi,bias,FUBAR1,CT,1.203058302004204
40,unequalpi,bias,FUBAR2,AC,0.3998454213379757
40,unequalpi,bias,FUBAR2,GT,0.2347337509402181
40,unequalpi,bias,FUBAR2,CG,0.2378603385329914
40,unequalpi,bias,FUBAR2,AT,0.2747068409846277
40,unequalpi,bias,FUBAR2,CT,1.20305681560758
40,unequalpi,nobias,FUBAR1,AC,0.4733419852427055
40,unequalpi,nobias,FUBAR1,GT,0.1875401034556058
40,unequalpi,nobias,FUBAR1,CG,0.2164834240394138
40,unequalpi,nobias,FUBAR1,AT,0.2871081295685191
40,unequalpi,nobias,FUBAR1,CT,1.165335856281837
40,unequalpi,nobias,FUBAR2,AC,0.4733359016474186
40,unequalpi,nobias,FUBAR2,GT,0.1875379424142798
40,unequalpi,nobias,FUBAR2,CG,0.216477362224639
40,unequalpi,nobias,FUBAR2,AT,0.2871057988584532
40,unequalpi,nobias,FUBAR2,CT,1.165469771311326
41,unequalpi,bias,FUBAR1,AC,0.7319111370764192
41,unequalpi,bias,FUBAR1,GT,0.1799942913028111
41,unequalpi,bias,FUBAR1,CG,0.1528066641606517
41,unequalpi,bias,FUBAR1,AT,0.3172634987654018
41,unequalpi,bias,FUBAR1,CT,1.195890555798354
41,unequalpi,bias,FUBAR2,AC,0.732270024834862
41,unequalpi,bias,FUBAR2,GT,0.1800029191141481
41,unequalpi,bias,FUBAR2,CG,0.152809425376192
41,unequalpi,bias,FUBAR2,AT,0.3172703235202495
41,unequalpi,bias,FUBAR2,CT,1.195917272600855
41,unequalpi,nobias,FUBAR1,AC,0.4495240768204332
41,unequalpi,nobias,FUBAR1,GT,0.1913675556262805
41,unequalpi,nobias,FUBAR1,CG,0.2050147790037865
41,unequalpi,nobias,FUBAR1,AT,0.298602281145354
41,unequalpi,nobias,FUBAR1,CT,1.111715490433137
41,unequalpi,nobias,FUBAR2,AC,0.4495721695736006
41,unequalpi,nobias,FUBAR2,GT,0.1913630849896042
41,unequalpi,nobias,FUBAR2,CG,0.2050099270184929
41,unequalpi,nobias,FUBAR2,AT,0.2985988578869062
41,unequalpi,nobias,FUBAR2,CT,1.111694529971676
42,unequalpi,bias,FUBAR1,AC,0.465099435953867
42,unequalpi,bias,FUBAR1,GT,0.2087701728939054
42,unequalpi,bias,FUBAR1,CG,0.1818897267517809
42,unequalpi,bias,FUBAR1,AT,0.2644817462498393
42,unequalpi,bias,FUBAR1,CT,1.117227914854977
42,unequalpi,bias,FUBAR2,AC,0.4651147710296271
42,unequalpi,bias,FUBAR2,GT,0.2087841417643904
42,unequalpi,bias,FUBAR2,CG,0.1818965014785642
42,unequalpi,bias,FUBAR2,AT,0.2644915142990957
42,unequalpi,bias,FUBAR2,CT,1.116482205728901
42,unequalpi,nobias,FUBAR1,AC,0.4350401800639178
42,unequalpi,nobias,FUBAR1,GT,0.1725146464029115
42,unequalpi,nobias,FUBAR1,CG,0.209155905415381
42,unequalpi,nobias,FUBAR1,AT,0.262992023105468
42,unequalpi,nobias,FUBAR1,CT,0.9126115791974997
42,unequalpi,nobias,FUBAR2,AC,0.4350537676331995
42,unequalpi,nobias,FUBAR2,GT,0.1725152578117942
42,unequalpi,nobias,FUBAR2,CG,0.2091568672342365
42,unequalpi,nobias,FUBAR2,AT,0.2629927761618862
42,unequalpi,nobias,FUBAR2,CT,0.9126147477774172
43,unequalpi,bias,FUBAR1,AC,0.4281033170824051
43,unequalpi,bias,FUBAR1,GT,0.2547806423150692
43,unequalpi,bias,FUBAR1,CG,0.2299361421565621
43,unequalpi,bias,FUBAR1,AT,0.413302100658065
43,unequalpi,bias,FUBAR1,CT,1.280289003952876
43,unequalpi,bias,FUBAR2,AC,0.4281352370055538
43,unequalpi,bias,FUBAR2,GT,0.254805559754485
43,unequalpi,bias,FUBAR2,CG,0.2299665149940482
43,unequalpi,bias,FUBAR2,AT,0.4133013438442551
43,unequalpi,bias,FUBAR2,CT,1.281565797634362
43,unequalpi,nobias,FUBAR1,AC,0.4310977508667536
43,unequalpi,nobias,FUBAR1,GT,0.1819710545229652
43,unequalpi,nobias,FUBAR1,CG,0.1255597318598078
43,unequalpi,nobias,FUBAR1,AT,0.2344799949021369
43,unequalpi,nobias,FUBAR1,CT,1.024487429853232
43,unequalpi,nobias,FUBAR2,AC,0.4310967070766936
43,unequalpi,nobias,FUBAR2,GT,0.1819722431717918
43,unequalpi,nobias,FUBAR2,CG,0.1255607136194662
43,unequalpi,nobias,FUBAR2,AT,0.2345131639317149
43,unequalpi,nobias,FUBAR2,CT,1.024484932590766
44,unequalpi,bias,FUBAR1,AC,0.3698209142524808
44,unequalpi,bias,FUBAR1,GT,0.2085868700341262
44,unequalpi,bias,FUBAR1,CG,0.2745469125624007
44,unequalpi,bias,FUBAR1,AT,0.282792653715044
44,unequalpi,bias,FUBAR1,CT,1.045216074367376
44,unequalpi,bias,FUBAR2,AC,0.3697930405297453
44,unequalpi,bias,FUBAR2,GT,0.2085886163077559
44,unequalpi,bias,FUBAR2,CG,0.2745375715426407
44,unequalpi,bias,FUBAR2,AT,0.2827990150711972
44,unequalpi,bias,FUBAR2,CT,1.045230701889723
44,unequalpi,nobias,FUBAR1,AC,0.3698139836473255
44,unequalpi,nobias,FUBAR1,GT,0.1767676247028987
44,unequalpi,nobias,FUBAR1,CG,0.1626743170690841
44,unequalpi,nobias,FUBAR1,AT,0.3045426595536626
44,unequalpi,nobias,FUBAR1,CT,0.9660465832287923
44,unequalpi,nobias,FUBAR2,AC,0.3697786461148022
44,unequalpi,nobias,FUBAR2,GT,0.1767721221234417
44,unequalpi,nobias,FUBAR2,CG,0.1626722468203662
44,unequalpi,nobias,FUBAR2,AT,0.3045180863247283
44,unequalpi,nobias,FUBAR2,CT,0.9660569783428272
45,unequalpi,bias,FUBAR1,AC,0.4167879559391336
45,unequalpi,bias,FUBAR1,GT,0.2104863088936016
45,unequalpi,bias,FUBAR1,CG,0.2128879026496607
45,unequalpi,bias,FUBAR1,AT,0.3792144070879528
45,unequalpi,bias,FUBAR1,CT,1.168608804827899
45,unequalpi,bias,FUBAR2,AC,0.416771380595016
45,unequalpi,bias,FUBAR2,GT,0.2104914538013773
45,unequalpi,bias,FUBAR2,CG,0.2129019098178839
45,unequalpi,bias,FUBAR2,AT,0.3792566617909335
45,unequalpi,bias,FUBAR2,CT,1.168654454682342
45,unequalpi,nobias,FUBAR1,AC,0.4991575312861805
45,unequalpi,nobias,FUBAR1,GT,0.2140313647219753
45,unequalpi,nobias,FUBAR1,CG,0.1653554873665499
45,unequalpi,nobias,FUBAR1,AT,0.3115109604383342
45,unequalpi,nobias,FUBAR1,CT,1.198242465898733
45,unequalpi,nobias,FUBAR2,AC,0.4992361318751348
45,unequalpi,nobias,FUBAR2,GT,0.214027161671253
45,unequalpi,nobias,FUBAR2,CG,0.1653572099038356
45,unequalpi,nobias,FUBAR2,AT,0.3114784855265683
45,unequalpi,nobias,FUBAR2,CT,1.19821856377687
46,unequalpi,bias,FUBAR1,AC,0.519185657923028
46,unequalpi,bias,FUBAR1,GT,0.2228701989158934
46,unequalpi,bias,FUBAR1,CG,0.1969191662557804
46,unequalpi,bias,FUBAR1,AT,0.3125048962187408
46,unequalpi,bias,FUBAR1,CT,0.966441157568765
46,unequalpi,bias,FUBAR2,AC,0.5191745923763422
46,unequalpi,bias,FUBAR2,GT,0.2229070782190238
46,unequalpi,bias,FUBAR2,CG,0.196901489448873
46,unequalpi,bias,FUBAR2,AT,0.3124995379440519
46,unequalpi,bias,FUBAR2,CT,0.9662638438682385
46,unequalpi,nobias,FUBAR1,AC,0.3813806321279232
46,unequalpi,nobias,FUBAR1,GT,0.2003883723766965
46,unequalpi,nobias,FUBAR1,CG,0.2242572693389086
46,unequalpi,nobias,FUBAR1,AT,0.3691758371328913
46,unequalpi,nobias,FUBAR1,CT,1.430388295708409
46,unequalpi,nobias,FUBAR2,AC,0.3813839374514514
46,unequalpi,nobias,FUBAR2,GT,0.2003899379429268
46,unequalpi,nobias,FUBAR2,CG,0.2242591286659288
46,unequalpi,nobias,FUBAR2,AT,0.369179040080014
46,unequalpi,nobias,FUBAR2,CT,1.430410540280217
47,unequalpi,bias,FUBAR1,AC,0.4887034728539065
47,unequalpi,bias,FUBAR1,GT,0.2083890438486938
47,unequalpi,bias,FUBAR1,CG,0.1562229904900011
47,unequalpi,bias,FUBAR1,AT,0.2101123783420848
47,unequalpi,bias,FUBAR1,CT,0.9081948618295184
47,unequalpi,bias,FUBAR2,AC,0.4887033182892788
47,unequalpi,bias,FUBAR2,GT,0.2084684528692802
47,unequalpi,bias,FUBAR2,CG,0.1562211077485557
47,unequalpi,bias,FUBAR2,AT,0.2101123120687028
47,unequalpi,bias,FUBAR2,CT,0.9081945734278133
47,unequalpi,nobias,FUBAR1,AC,0.339110360671615
47,unequalpi,nobias,FUBAR1,GT,0.1701697576616955
47,unequalpi,nobias,FUBAR1,CG,0.1728317904984136
47,unequalpi,nobias,FUBAR1,AT,0.31387644370953
47,unequalpi,nobias,FUBAR1,CT,1.087430445247254
47,unequalpi,nobias,FUBAR2,AC,0.3391694005854753
47,unequalpi,nobias,FUBAR2,GT,0.1701791853790601
47,unequalpi,nobias,FUBAR2,CG,0.1728299418666483
47,unequalpi,nobias,FUBAR2,AT,0.3138776036556869
47,unequalpi,nobias,FUBAR2,CT,1.087434573533412
48,unequalpi,bias,FUBAR1,AC,0.4682659919586173
48,unequalpi,bias,FUBAR1,GT,0.2223703574216557
48,unequalpi,bias,FUBAR1,CG,0.2098994859553578
48,unequalpi,bias,FUBAR1,AT,0.365294698236412
48,unequalpi,bias,FUBAR1,CT,1.076395569584494
48,unequalpi,bias,FUBAR2,AC,0.4683307196832358
48,unequalpi,bias,FUBAR2,GT,0.2224020911161307
48,unequalpi,bias,FUBAR2,CG,0.2099878241908875
48,unequalpi,bias,FUBAR2,AT,0.3653940694905396
48,unequalpi,bias,FUBAR2,CT,1.076708309377378
48,unequalpi,nobias,FUBAR1,AC,0.4200735545006692
48,unequalpi,nobias,FUBAR1,GT,0.2248260471044808
48,unequalpi,nobias,FUBAR1,CG,0.2445769087992672
48,unequalpi,nobias,FUBAR1,AT,0.342691567923355
48,unequalpi,nobias,FUBAR1,CT,1.256428693071454
48,unequalpi,nobias,FUBAR2,AC,0.4200251027509774
48,unequalpi,nobias,FUBAR2,GT,0.2248088484227975
48,unequalpi,nobias,FUBAR2,CG,0.2445564426445318
48,unequalpi,nobias,FUBAR2,AT,0.3426737826475196
48,unequalpi,nobias,FUBAR2,CT,1.256281996912328
49,unequalpi,bias,FUBAR1,AC,0.608835496333613
49,unequalpi,bias,FUBAR1,GT,0.2265184964201119
49,unequalpi,bias,FUBAR1,CG,0.2876810412622816
49,unequalpi,bias,FUBAR1,AT,0.3438927872560992
49,unequalpi,bias,FUBAR1,CT,1.479189411597245
49,unequalpi,bias,FUBAR2,AC,0.6087657270661506
49,unequalpi,bias,FUBAR2,GT,0.2265228079804729
49,unequalpi,bias,FUBAR2,CG,0.2877052111943584
49,unequalpi,bias,FUBAR2,AT,0.3439055889242927
49,unequalpi,bias,FUBAR2,CT,1.479702263329805
49,unequalpi,nobias,FUBAR1,AC,0.4983162833497863
49,unequalpi,nobias,FUBAR1,GT,0.2429500643858198
49,unequalpi,nobias,FUBAR1,CG,0.2925087048122639
49,unequalpi,nobias,FUBAR1,AT,0.3249739008586128
49,unequalpi,nobias,FUBAR1,CT,1.392329806339087
49,unequalpi,nobias,FUBAR2,AC,0.4983001885364589
49,unequalpi,nobias,FUBAR2,GT,0.242992555809245
49,unequalpi,nobias,FUBAR2,CG,0.2924886194790356
49,unequalpi,nobias,FUBAR2,AT,0.324964974972185
49,unequalpi,nobias,FUBAR2,CT,1.392223631239191
4,unequalpi,bias,FUBAR1,AC,0.2874149032382766
4,unequalpi,bias,FUBAR1,GT,0.1718660764692768
4,unequalpi,bias,FUBAR1,CG,0.3107854280428903
4,unequalpi,bias,FUBAR1,AT,0.299422458060557
4,unequalpi,bias,FUBAR1,CT,1.056546597138273
4,unequalpi,bias,FUBAR2,AC,0.2874158302328468
4,unequalpi,bias,FUBAR2,GT,0.1718913741639247
4,unequalpi,bias,FUBAR2,CG,0.3107624959470108
4,unequalpi,bias,FUBAR2,AT,0.2994243072047537
4,unequalpi,bias,FUBAR2,CT,1.056536122345658
4,unequalpi,nobias,FUBAR1,AC,0.4666527708890207
4,unequalpi,nobias,FUBAR1,GT,0.2325211994401827
4,unequalpi,nobias,FUBAR1,CG,0.1697833457945884
4,unequalpi,nobias,FUBAR1,AT,0.3024069039351608
4,unequalpi,nobias,FUBAR1,CT,1.227590948301691
4,unequalpi,nobias,FUBAR2,AC,0.4666528129171877
4,unequalpi,nobias,FUBAR2,GT,0.2325004965013292
4,unequalpi,nobias,FUBAR2,CG,0.169736537499649
4,unequalpi,nobias,FUBAR2,AT,0.3023548909982132
4,unequalpi,nobias,FUBAR2,CT,1.227428392398369
50,unequalpi,bias,FUBAR1,AC,0.311782547776591
50,unequalpi,bias,FUBAR1,GT,0.2311057795999308
50,unequalpi,bias,FUBAR1,CG,0.1950395816448277
50,unequalpi,bias,FUBAR1,AT,0.2025728401283454
50,unequalpi,bias,FUBAR1,CT,1.07420252464959
50,unequalpi,bias,FUBAR2,AC,0.3118101799425354
50,unequalpi,bias,FUBAR2,GT,0.2311310979374084
50,unequalpi,bias,FUBAR2,CG,0.1950913643576792
50,unequalpi,bias,FUBAR2,AT,0.2026133296604274
50,unequalpi,bias,FUBAR2,CT,1.074466140073662
50,unequalpi,nobias,FUBAR1,AC,0.3927940195439104
50,unequalpi,nobias,FUBAR1,GT,0.1917792822266625
50,unequalpi,nobias,FUBAR1,CG,0.1506278156634746
50,unequalpi,nobias,FUBAR1,AT,0.2486834409118513
50,unequalpi,nobias,FUBAR1,CT,1.032607480406856
50,unequalpi,nobias,FUBAR2,AC,0.3927912195318773
50,unequalpi,nobias,FUBAR2,GT,0.1917798639369373
50,unequalpi,nobias,FUBAR2,CG,0.1506221979935598
50,unequalpi,nobias,FUBAR2,AT,0.2486980532022689
50,unequalpi,nobias,FUBAR2,CT,1.03340148767717
5,unequalpi,bias,FUBAR1,AC,0.4141270048122655
5,unequalpi,bias,FUBAR1,GT,0.2368956292913823
5,unequalpi,bias,FUBAR1,CG,0.2251309837338709
5,unequalpi,bias,FUBAR1,AT,0.3537107397803402
5,unequalpi,bias,FUBAR1,CT,0.9378601993233138
5,unequalpi,bias,FUBAR2,AC,0.4139045287589548
5,unequalpi,bias,FUBAR2,GT,0.2368169176872739
5,unequalpi,bias,FUBAR2,CG,0.2250340791105077
5,unequalpi,bias,FUBAR2,AT,0.3535614075396029
5,unequalpi,bias,FUBAR2,CT,0.9372705550309383
5,unequalpi,nobias,FUBAR1,AC,0.5303359155882819
5,unequalpi,nobias,FUBAR1,GT,0.1932453091117808
5,unequalpi,nobias,FUBAR1,CG,0.2096587786833253
5,unequalpi,nobias,FUBAR1,AT,0.3620895811395982
5,unequalpi,nobias,FUBAR1,CT,1.342555708458206
5,unequalpi,nobias,FUBAR2,AC,0.5303597804800283
5,unequalpi,nobias,FUBAR2,GT,0.1932470675447349
5,unequalpi,nobias,FUBAR2,CG,0.2096292547851826
